5e91a29893704973a9a56a91dbdd9830	echo -n test
5e91a29893704973a9a56a91dbdd9830	cat /proc/version
e6220990cef14fc49169b9577fa23e2e	mkdir /tmp/.xs/
e6220990cef14fc49169b9577fa23e2e	cat  > /tmp/.xs/daemon.armv4l.mod
e6220990cef14fc49169b9577fa23e2e	chmod 777 /tmp/.xs/daemon.armv4l.mod
e6220990cef14fc49169b9577fa23e2e	/tmp/.xs/daemon.armv4l.mod
b5f9cf609e0e48848efe9d19fd495930	mkdir /tmp/.xs/
b5f9cf609e0e48848efe9d19fd495930	cat  > /tmp/.xs/daemon.i686.mod
b5f9cf609e0e48848efe9d19fd495930	chmod 777 /tmp/.xs/daemon.i686.mod
b5f9cf609e0e48848efe9d19fd495930	/tmp/.xs/daemon.i686.mod
e098a4cb71f64c909ece6261d2b14c76	mkdir /tmp/.xs/
e098a4cb71f64c909ece6261d2b14c76	cat  > /tmp/.xs/daemon.mips.mod
e098a4cb71f64c909ece6261d2b14c76	chmod 777 /tmp/.xs/daemon.mips.mod
e098a4cb71f64c909ece6261d2b14c76	/tmp/.xs/daemon.mips.mod
9302cd87211549d992cf4c463af3d52b	w
9302cd87211549d992cf4c463af3d52b	free -m
9302cd87211549d992cf4c463af3d52b	perl
9302cd87211549d992cf4c463af3d52b	cat /etc/passwd
97b77420b6034a1cb41e0d8c8d702d93	mkdir /tmp/.xs/
97b77420b6034a1cb41e0d8c8d702d93	cat  > /tmp/.xs/daemon.armv4l.mod
97b77420b6034a1cb41e0d8c8d702d93	chmod 777 /tmp/.xs/daemon.armv4l.mod
97b77420b6034a1cb41e0d8c8d702d93	/tmp/.xs/daemon.armv4l.mod
cdb71c62b50c4d0c90dd3948ba8647cc	mkdir /tmp/.xs/
cdb71c62b50c4d0c90dd3948ba8647cc	cat  > /tmp/.xs/daemon.i686.mod
cdb71c62b50c4d0c90dd3948ba8647cc	chmod 777 /tmp/.xs/daemon.i686.mod
cdb71c62b50c4d0c90dd3948ba8647cc	/tmp/.xs/daemon.i686.mod
